279,metacentric,경심
280,mitbestimmung,경영 참가
281,marketplace,경제의 장
282,scene,경치
283,metalline,경화하다
284,skeletonkey,곁쇠
285,stand,곁에 서다
286,moor,계류하다
287,printingcalculator,계산기
288,cometostay,계속되다
289,work,계속해일하다
290,milkleg,고간백종
291,vellum,고급 피지
292,orangepekoe,고급 홍차
293,fleshhook,고기 거는 갈고리
294,highmeattea,고기 요리를 곁들인 오후의 차
295,helvetian,고대 헬베티아족의
296,link,고리
297,ringpull,고리를 잡아당겨 여는
298,quarantine,고립시키다
299,mahalo,고맙습니다
300,thirddegree,고문
301,valedictory,고별사
302,manslaughter,고살죄
303,ingoodstyle,고상하게
304,misfeature,고생의 원인이 되는 특성
305,worry,고생하며 헤쳐 나아가다
306,wool,고수머리
307,majormedical,고액 의료비 보험
308,catdoor,고양이 출입문
309,bechainedtotheoar,고역을 강제당하다
310,foulup,고장
311,fritz,고장나서
312,fulgurate,고주파로 파괴하다
313,scirefacias,고지의 영장
314,manhattanize,고층화 하다
315,mealoffering,곡물의 제물
316,inthesoup,곤경에 빠져
317,indeepwater,곤경에 빠져서
318,getintohotwater,곤경에 빠지다
319,drunkasalord,곤드레 만드레 취하여
320,ataloss,곤란하여
321,introuble,곤란해서
322,leap,곧 눈에 띄다
323,lap,곧이 듣다
324,knickknack,골동품
325,articlesobjectsofvirtu,골동품
326,mark,골라내다
327,thimble,골무
328,flume,골짜기
329,bearbaiting,곰 놀리기
330,crisp,곱슬곱슬하게 되다
331,lank,곱슬곱슬하지 않은
332,takeoverbid,공개 매입
333,openmarketoperation,공개 시장 조작
334,openhouse,공개일
335,light,공격하다
336,thing,공공 집회
337,umbilical,공급선
338,mig,공기놀이
339,heavierthanair,공기보다 무거운
340,kingshighway,공도
341,coordinated,공동 작용할 수 있는
342,coexecutor,공동 집행인
343,joint,공동성명
344,jointless,공동성명
345,aerialtorpedo,공뢰
346,publicsubscription,공모
347,conspiracy,공모
348,publicofficer,공무원
349,courthand,공문서서체
350,publicact,공법률
351,publicservant,공복
352,hat,공손히
353,publicland,공유지
354,publicutility,공익 사업
355,licensed,공인 주류 판매인
356,tee,공자리에서 치기 시작하다
357,productionline,공정선
358,hydrobomb,공중 어뢰
359,freeloader,공짜로 얻어먹는 사람
360,publicloan,공채
361,mallet,공치는 방망이
362,bringtoputontrial,공판에 부치다
363,makeknown,공표하다
364,freedomoftheseas,공해의 자유 항행권
365,preteritive,과거형만 있는
366,fringer,과격론자
367,hock,과관절
368,outer,과녁 밖
369,hitatarget,과녁에 맞히다
370,besidethemark,과녁에서 빗나간
371,wide,과녁을 벗어나서
372,fruitranch,과수원
373,pulper,과육 채취기
374,frugivore,과일을 상식하는 동물
375,overkill,과잉 살상력
376,tuckbox,과자 상자
377,broadnarrowgauge,광궤
378,maidan,광장
379,pumproom,광천수 마시는 홀
380,luster,광택
381,glossmeter,광택계
382,tolerability,괜찮음
383,intorture,괴로운 나머지
384,toharm,괴로움을 당하다
385,undertheharrow,괴로움을 당하여
386,ratten,괴롭히다
387,tobothertosmitetotease,괴롭히다
388,vestry,교구 위원회
389,kickthewind,교살당하다
390,manager,교섭 위원
391,necktieparty,교수형
392,freeair,교외 산책의
393,atwar,교전 중인
394,tieup,교통 두절
395,foilcapsule,구경부를 싼 금속박
396,chuck,구구하고 울다
397,oralapproach,구두 도입 교수법
398,keypunch,구멍 뚫는 기계
399,imperforate,구멍선이 없는
400,punctureresistant,구멍이 잘 안 뚫리는
401,lifepreserver,구명대
402,lifenet,구명망
403,doublemarch,구보
404,cabriole,구부러진 다리
405,maidenname,구성
406,formativeelement,구성 요소
407,make,구애하다
408,zoning,구역제
409,vermicide,구충제
410,theoldleaven,구폐
411,vintagecar,구형 자동차
412,hitlerism,국가 사회주의
413,hitlerite,국가 사회주의자
414,nalgonalgo,국가 지방 공무원 조합
415,marcher,국경 관할관
416,lycee,국립 고등 학교
417,kuomintang,국민당
418,state,국사범
419,limited,국지전
420,militaryscience,군사 교련
421,militaryintelligence,군사 정보국
422,liege,군주
423,sound,군호하다
424,hold,굳게 지키다
425,candied,굳어진
426,funneled,굴뚝을 같춘
427,stoop,굴욕을 참고 목적을이루다
428,deflection,굴절
429,refract,굴절시키다
430,navvy,굴착기
431,carrykeepastiffupperlip,굴하지 않다
432,cartwhip,굵은 채찍
433,starve,굶주리게 하다
434,lymphatic,굼뜬
435,stem,굽
436,taliped,굽은
437,courtcircular,궁정기사
438,withonesbacktothewall,궁지에 몰려서
439,gotothewall,궁지에 빠지다
440,puissance,권력
441,privilege,권리
442,kungfu,권법
443,holster,권총 케이스
444,atgunpoint,권총을 들이대고
445,verger,권표 받드는 사람
446,orbitaroundanobject,궤도
447,trackage,궤도 사용권
448,orbit,궤도에 올리다
449,cropeared,귀가 드러난
450,lip,귀때
451,throwback,귀선 유전
452,mavourneennin,귀여운 사람
453,verse,귀절
454,countryhouse,귀족의 저택
455,gentle,귀천
456,kosher,규정에 따라 요리하다
457,ordain,규정하다
458,lane,규정항로
459,order,규칙
460,accordingtohoyle,규칙대로의
461,balanced,균형식
462,thewhile,그 동안
463,over,그 밖에
464,masonite,그 상표
465,magiceye,그 상표명
466,assuch,그 자격으로
467,transfix,그 자리에서 꼼짝 못하게 하다
468,eversince,그 후 쭉
469,andwelcome,그것으로 됐다
470,thatissomething,그것은 다소 위안이 된다
471,trapezist,그네 곡예사
472,golittleway,그다지 도움이 안되다
473,sic,그대로
474,gramicidin,그라미시딘항생물질의 하나
475,though,그래도
476,butthen,그러나
477,manontroppo,그러나 너무 하지 않게
478,scratchy,그러모은
479,nowthen,그런데
480,atthat,그렇다 치더라도
481,punchy,그로기가 된
482,andthen,그리고 나서
483,courtcard,그림 패
484,let,그만두다
485,forhisnamessake,그의 이름을
486,mygentleman,그치
487,uptothehandle,극단으로
488,tothelimit,극단적으로
489,lunaticfringe,극단파
490,totheutmost,극도로
491,maximumdose,극량
492,thule,극북의 땅
493,microstudy,극소 부분의 연구
494,molectronics,극소 전자 공학
495,microelectronics,극소 전자공학
496,microbook,극소본
497,cocker,극진히 돌보다
498,frozenlimit,극한
499,rhizobium,근류 박테리아
500,nearnextofkin,근친인
501,offshore,근해 어업
502,matting,금 테드리
503,safeblowing,금고 털이
504,taboo,금기
505,goldlace,금몰
506,venik,금성 탐측기
507,todaythedayinquestion,금일
508,forbiddenline,금제선
509,proscription,금지
510,proclaim,금지령을 선포하다
511,flipflap,급변
512,flipflop,급변
513,frost,급속 냉동하다
514,wateringplace,급수장
515,hurry,급함
516,powervitalityenergy,기
517,tousetakeupenergy,기 (를 쓰다)
518,funk,기가 죽다
519,millwright,기계 수리 기술자
520,machinelanguage,기계 언어
521,machineword,기계어
522,metronomicical,기계적으로 규칙바른
523,machinery,기관
524,organ,기관
525,locomotive,기관차
526,nothingloath,기꺼이
527,acceptant,기꺼이 받아들이는
528,attheveryoutside,기껏해야
529,attheutmost,기껏해야
530,propylon,기념문
531,fundi,기능자
532,functionalism,기능주의
533,mantra,기도
534,theliturgy,기도서
535,chaplain,기도하는사람
536,taenia,기둥 상부의 띠 모양의 도래
537,memorabilia,기록
538,profert,기록 등의 제출
539,atastraw,기를 쓰고 닥치는 대로 해보다
540,wave,기복하다
541,outofhumor,기분이 나빠서
542,ingoodillhumor,기분이 좋아
543,inagoodbadtemper,기분이 좋아서
544,chevalier,기사
545,metoffice,기상청 직원
546,bysteam,기선으로
547,kill,기세를 꺾다
548,fore,기수에
549,science,기술
550,wine,기운을 돋우는것
551,onthetilt,기울어
552,aspecificdate,기일
553,mediaperson,기자
554,pressparty,기자 초청 연회
555,newsconference,기자회견
556,fundus,기저부
557,stun,기절시키다
558,keynoteaddress,기조 연설
559,train,기차로 가다
560,fundamentalbass,기초 저음
561,thalidomide,기형아
562,matron,기혼 부인
563,matronage,기혼 부인들
564,improvetheoccasion,기회를 이용하다
565,longjohns,긴속옷
566,atfulllength,길게
567,tame,길들다
568,lion,길에 가로놓인 난관
569,lose,길을 잃다
570,gowrong,길을 잘못 들다
571,flue,깃가지
572,tucker,깃에대는 천
573,jabot,깃에서 앞가슴의 주름장식
574,artesianwell,깊이판 우물
575,acidic,까다로운
576,byanoversight,까딱 실수하여
577,tablemat,깔개
578,henpeck,깔고 뭉개다
579,funnel,깔대기 모양이 되게 하다
580,litter,깔짚
581,wink,깜박이다
582,atofaheap,깜짝 놀라
583,open,깜짝 놀라다
584,chip,깨다
585,takeahint,깨닫다
586,yip,깽깽 짖다
587,gotojericho,꺼져라
588,granulative,껄끄러운
589,hidebound,껍질이 말라붙은
590,twine,꼬다
591,twist,꼬다
592,frizzle,꼬들꼬들하도록 튀기다
593,manxcat,꼬리 없는 고양이
594,tailrotor,꼬리 회전 날개
595,taillamp,꼬리등
596,scenicrailway,꼬마철도
597,fully,꼬박
598,lay,꼬인자리
599,stump,꼬투리
600,besure,꼭
601,fitlikeaglove,꼭 맞다
602,frap,꼭 졸라매다
603,topless,꼭대기가 안보이는
604,tapa,꼭지로부터 술을 따르다
605,misbegotten,꼴사나운
606,tailender,꼴찌
607,lodge,꽂다
608,fleuron,꽃무늬 장식
609,thumbpot,꽃병
610,crowd,꽉 들어차다
611,wellknit,꽉 짼
612,agoodmany,꽤 많이
613,lead,꾀다
614,malinger,꾀병을 부리다
615,wamble,꾸르륵거리다
616,machinate,꾸미다
617,weave,꾸미다
618,leadingrein,끄는 줄
619,tuneouttheradio,끄다
620,nod,끄덕이다
621,leadingstrings,끈
622,tape,끈
623,stringalphabet,끈 문자
624,unlace,끈을 풀다
625,totugtopull,끌다
626,magnetize,끌어 당기다
627,trot,끌어내어 걸려 보이다
628,surge,끓어오르다
629,foreend,끝
630,top,끝을 자르다
631,off,나가서
632,thelikesofme,나같은 것
633,inharness,나날의 일에 종사하여
634,holiday,나들이 옷
635,onesbestbidandtucker,나들이옷
636,hornpipe,나무피리
637,miller,나방의 일종
638,inthewrong,나쁜
639,foulberth,나쁜 정박 위치
640,dowrong,나쁜 짓을 하다
641,male,나쁜의 뜻
642,tailspin,나선식 급강하
643,weaknotsolid,나약
644,turnout,나온 사람들
645,nubile,나이찬
646,atknifepoint,나이프로 위협받고
647,later,나중에
648,manifest,나타나다
649,hope,낙관하다
650,overfall,낙수하는 곳
651,risetotheoccasion,난국에 잘 대처하다
652,intheoffing,난바다에
653,chaste,난잡하지 않은
654,wings,날개
655,talaria,날개 달린 샌들
656,bestseller,날개 돗힌듯이 팔리는 물건
657,wingbeat,날개 치기
658,winged,날개를 다친
659,vane,날갯죽지
660,toolholder,날고정기
661,swordguard,날밑
662,wing,날아가다
663,machete,날이 넓은 큰칼
664,fudge,날조하다
665,flightless,날지 못하는
666,oldgold,낡은 금빛
667,leave,남기다
668,unisex,남녀 공통의
669,mixeddoubles,남녀 혼합 복식
670,freedomride,남부 지방에의 버스
671,malechauvinist,남성 우월주의자
672,malechauvinistpig,남성 우월주의자
673,southward,남으로부터
674,odds,남은것
675,holdthesack,남의 뒤치닥거리 하다
676,takeapersonathisword,남의 말을 곧이 듣다
677,manufacture,남작하다
678,cerberus,납포로 싸다
679,trifle,낭비하다
680,merozoite,낭충
681,lowlying,낮은
682,level,낮추다
683,lamb,낳다
684,nottomyknowledge,내가 아는 바로는 그렇지 않다
685,subside,내려앉다
686,intrados,내륜
687,lowerbringlower,내리다
688,protrusile,내밀 수 있는
689,castflingtothewind,내버리다
690,launch,내보내다
691,ceil,내부에 판자를 붙이다
692,seethrough,내비치는
693,housephone,내선 전화
694,internalcombustion,내연의
695,pronation,내전
696,pronate,내전하다
697,sacrarium,내진
698,marmite,냄비
699,foiling,냄새 자국
700,stinking,냄새나는
701,scent,냄새자취
702,coolingtower,냉각탑
703,coldwork,냉간 가공하다
704,mealpack,냉동 런치
705,flintiness,냉혹
706,alltoo,너무나
707,horselaugh,너털웃음
708,tongue,널름거리다
709,layby,넓어진 부분
710,overshoot,넘겨쏘다
711,lick,넘실거리다
712,purl,넘어뜨리다
713,slop,넘쳐 흐르다
714,cater,네 끗
715,innertemple,네 법학 학원중의 하나
716,fourmodernizations,네가지 근대화
717,quarter,네갈래로 찢다
718,frow,네덜란드여자
719,languidweary,노곤
720,troll,노래하다
721,hump,노력하다
722,toss,노를 세워 경례하다
723,managementlabor,노사 분쟁
724,servilewar,노예 진압전
725,oldmaid,노처녀
726,outcrop,노출
727,knocking,노킹
728,oil,녹다
729,greenvitriol,녹반
730,found,녹이다
731,pretape,녹화하다
732,inquestion,논의중의
733,havethelastword,논쟁에서 상대방을 이기다
734,singanotheradifferenttune,논조를 바꾸다
735,outofthequestion,논할 가치가 없는
736,amanabouttown,놀고 지내는 사람
737,shy,놀라 물러서다
738,mesmerize,놀라게 하다
739,giveapersonaturn,놀라게 하다
740,inwonder,놀라서
741,toawonder,놀랄만큼
742,thole,놋좆
743,grange,농가 공제 조합
744,injoke,농담으로
745,injest,농담으로 까불다
746,goontheland,농부가 되다
747,saturnalia,농신제
748,enrichedconcentrateduranium,농축 우라늄
749,superior,높은 양반
750,freerange,놓아 기르는
751,one,누구나 다
752,slake,누그러뜨리다
753,pressuresensitive,누르기만 해도 잘 붙는
754,lawless,누를 수 없는
755,lachrymal,누선
756,lie,누워있다
757,pronumber,누진 번호
758,ostrich,눈가리고 아웅하기
759,onsufferance,눈감아 주어
760,wake,눈뜨다
761,oxeye,눈이 큰
762,mooneyed,눈이 휘둥그래진
763,pressed,눌린
764,medianpacket,뉴스 매체용 자료
765,presenter,뉴스 캐스터
766,futtock,늑재
767,beattoajelly,늘씬하게 두들겨패다
768,windrow,늘어놓다
769,wattle,늘어진 살
770,wiredraw,늘여 철사로 만들다
771,wont,늘하는
772,wise,늦꾀
773,atthelatest,늦어도
774,veer,늦추었다 당겼다 하다
775,frenchknickers,니커 바지
776,use,다 써버리다
777,quitealittle,다량
778,stroppy,다루기 어려운
779,manage,다루다
780,forelimb,다리
781,switch,다리꼭지
782,haunch,다리와 허리의 고기
783,topknot,다발
784,majorityleader,다수당 원내 총무
785,relive,다시 체험하다
786,like,다운
787,downs,다운스 정박지
788,fleshiness,다육성
789,minorsuit,다이아몬드의 짝패
790,hurt,다치다
791,holdyourjaws,닥쳐
792,terrace,단
793,misericorde,단검
794,progressiveproof,단계별 교정쇄
795,mononucleosis,단구 증가증
796,minicourse,단기 강좌
797,outerhouse,단독 심리실
798,terminal,단말장치
799,lagging,단열용 피복시공
800,folio,단위 어수
801,singlestandard,단일 도덕률
802,iambus,단장격
803,iambic,단장격의
804,chasm,단절
805,monocoque,단체구조 차체
806,monadelphous,단체인
807,maple,단풍
808,screwonescouragetothestickingplace,단행할 결의를 굳혀
809,shut,닫다
810,itistoomuchtrouble,달갑지 않은 친절이다
811,marron,달고 큰 품종의 밤
812,wear,달다
813,flyingstart,달리면서 끊는 스타트
814,achieve,달성하다
815,weigh,달아서 나누다
816,beeftea,달인물
817,frazzle,닳아 해어짐
818,bluecoppervitriol,담반
819,bewellheeled,담뿍 갖고 있다
820,memcon,담화 메모
821,verdict,답신
822,treadmill,답차
823,tear,당겨 벗기다
824,onoffwatch,당번인
825,onyourownshowing,당신 자신의 변명에 의하여
826,mallow,당아욱 속
827,cashsale,당일 결제 거래
828,immune,당할 염려가 없는
829,hawse,닻줄 구멍이 있는 부근
830,versus,대
831,grandjury,대 배심원
832,subtend,대 하다
833,oldmaster,대 화가
834,trade,대가로 제공하다
835,showstopper,대갈채를 얻은 것
836,follicular,대과 모양의
837,overlord,대군주
838,inthelarge,대규모로
839,catastrophe,대단원
840,generation,대대로 계속해서
841,tidalwave,대동요
842,masstransport,대량 수송
843,magadose,대량 투여
844,massacre,대량 학살
845,antipope,대립 교황
846,presssecretary,대변인
847,libretto,대본
848,loan,대부하고
849,nabob,대부호
850,khan,대상의 숙사
851,transatlantic,대서양 건너의
852,middlepassage,대서양 중앙 항로
853,ledger,대석
854,mainstream,대세
855,monstresacre,대스타
856,fungible,대신할 수 있는
857,syllabus,대요 요목
858,majorpremisepremiss,대전제
859,massmeeting,대중 집회
860,mat,대지
861,insubstance,대체로
862,hire,대출하다
863,lurch,대패
864,llano,대평원
865,meatax,대폭 삭감
866,beadle,대학 총장의 권표를 받드는 속관
867,proseminar,대학원생의 세미나
868,frontlash,대항 조처
869,oxheart,대형 버찌의 일종
870,forester,대형 캥거루
871,trapeze,대형그네
872,sap,대호
873,conversation,대화
874,duologue,대화
875,massmetting,대회
876,shake,댄스하다
877,follow,더 청하는 음식
878,trace,더듬어 올라가다
879,toimbruetosullytodirty,더럽히다
880,mash,더운 물을 섞다
881,warm,더운물과 설탕을 섞은 브랜디
882,tothekingsqueenstaste,더할 나위없이
883,jettison,던지다
884,cap,덧 고무층
885,trapper,덫으로 새
886,upholster,덮개를 씌우다
887,focusingcloth,덮개천
888,overwhelm,덮치다
889,granadero,데모 진압 기동대
890,andnowonder,도 무리가 아니다
891,morallapse,도덕상의 과오
892,purlin,도리들보
893,purline,도리들보
894,beonthelam,도망중이다
895,cutoneslucky,도망치다
896,doabunk,도망하다
897,safe,도망할우려가 없는
898,safely,도망할우려가 없는
899,kleptomania,도벽
900,pressmark,도서번호
901,trinityhouse,도선사 조합
902,urban,도시 재개발
903,mainstreet,도시 중심가에서 선거 운동을 하다
904,urb,도시구역
905,disregardandneglect,도외시
906,printedchina,도자기
907,challengecup,도전배
908,takepickupthegauntlet,도전에 응하다
909,flingthrowdownthegauntlet,도전하다
910,throwdowntakeuptheglove,도전하다
911,alltheway,도중 내내
912,enroute,도중에
913,bytheway,도중에
914,allalongtheline,도처에
915,listen,도청하다
916,tabulator,도표 작성 장치
917,hognosesnake,독 없는 뱀의 일종
918,mephitis,독기
919,independencehall,독립기념관
920,freestanding,독립되어 있는
921,beonesownman,독립하고 있다
922,turkeybuzzard,독수리의 일종
923,federalrepublicofgermany,독일 연방 공화국
924,diponespeningall,독필을 휘두르다
925,inlowwater,돈에 옹색하여
926,liquid,돈으로 바꿀 수 있는
927,crispatepated,돌돌 말린
928,eastgermanic,동게르만어
929,freeze,동결
930,throb,동계
931,wreathe,동그라미를 지으며 오르다
932,identic,동문통첩
933,zoological,동물
934,freeunion,동서
935,shack,동서하다
936,primus,동성중 최연장의
937,mothergooserhyme,동요
938,oscillate,동요하다
939,accede,동의하다
940,standoff,동점
941,emagiceye,동조 지시용 진공관
942,kibe,동창
943,homecoming,동창회
944,beforethemast,돛대에
945,masted,돛대의
946,trim,돛을 조절하며 나아가다
947,givealickandapromise,되는 대로 하다
948,manque,되다 만
949,tit,되받아 쏘아 붙이기
950,unreel,되풀다
951,frame,됨직하다
952,intwo,두 동강으로
953,vulnerable,두 배의 벌금을 짊어질 위험이있는
954,cranio,두개의 뜻
955,wimple,두건
956,marshmallowshoes,두꺼운 바닥의 뒤축 없는 구두
957,tagboard,두꺼운 종이
958,knock,두드리다
959,curled,두르르 말린
960,fog,두번째 풀
961,interspecific,두종 사이에서 생긴
962,obtuse,둔각
963,impound,둘러싸다
964,circumscription,둘레의 명각
965,fullbottomed,뒤가 퍼진
966,suffuse,뒤덮다
967,lean,뒤로 젖혀지다
968,makeupleeway,뒤진 것을 만회하다
969,outside,뒤집어서
970,wrong,뒤집어서
971,frisk,뒤흔들다
972,tails,뒷면이 나온
973,tailfate,뒷문
974,tailwheel,뒷바퀴
975,tonneau,뒷좌석 부분
976,atlast,드디어
977,atlength,드디어
978,offer,드리다
979,chalk,득점
980,matchplay,득점 경기
981,marker,득점 기록원
982,scorer,득점 기록원득점자
983,matchpoint,득점 단위
984,maidenover,득점 없는 오버
985,takecold,들다감기들다
986,oat,들뜨다
987,ring,들리다
988,salute,들리다
989,leveled,등고의
990,grade,등급이다
991,registertone,등록 톤
992,fosburyflop,등을 밑으로 해서 넘기
993,madame,등의 총칭
994,arithmeticalseries,등차 급수
995,tearstrip,따개비
996,orthelike,따위
997,pulled,딴
998,forkeeps,딴 물건은 돌려주지 않다는 약속으로
999,inasweat,땀 흘려
1000,notseldom,때때로
1001,owing,때문에
1002,beoff,떠나다
1003,takeoneselfoff,떠나다
1004,tumult,떠들썩함
1005,force,떠맡기다
1006,orient,떠오르는
1007,climb,떠오르다
1008,insunder,떨어져서
